"x" "y"
-15.333 -86.338
-6.876 -25.829
15.229 131.776
-0.778 -34.936
9.376 80.906
2.017 17.811
3.346 40.833
7.554 59.932
3.375 45.279
-10.4 -36.326
7.291 66.954
-3.066 -4.297
-0.998 8.316
-9.648 -55.999
13.591 97.82
9.046 172.265
1.894 11.038
-2.392 -69.609
10.946 142.651
8.048 69.014
6.865 65.786
26.976 96.297
-9.208 -59.887
-14.534 -85.582
1.342 0.711
6.662 59.974
2.561 -14.993
0.287 37.609
-10.394 -51.263
-0.406 -0.999
-0.595 -1.53
9.31 83.513
12.329 244.352
-22.076 -164.39
21.461 186.95
11.763 81.617
1.027 26.329
0.829 9.478
15.286 206.406
6.235 9.28
5.864 68.998
7.402 28
9.424 124.797
14.124 149.445
10.845 75.488
23.009 177.564
11.139 107.771
9.315 64.851
-9.078 15.535
6.065 47.254
8.889 66.943
-3.2 -167.09
6.575 59.964
5.142 41.002
2.383 43.507
5.109 43.613
28.042 209.044
-4.321 -7.447
-10.685 -81.945
12.121 109.065
23.326 167.341
5.168 41.476
3.056 -72.078
1.558 28.713
-5.349 -93.168
-3.637 40.658
14.504 115.539
21.137 166.709
11 82.867
8.678 34.519
0.943 24.113
25.137 184.346
9.08 16.327
-3.161 42.383
5.754 50.878
-7.313 -41.142
0.58 -16.964
-8.738 -19.622
15.795 141.651
-17.092 -53.957
-3.42 2.299
-5.08 -5.416
0.912 -61.217
5.144 -4.16
-13.069 -40.147
12.184 116.148
-1.927 7.255
4.561 53.432
1.177 19.389
-6.17 -83.761
11.357 26.455
-14.796 -24.073
19.87 152.642
-1.623 -2.684
11.119 91.313
2.47 7.991
5.794 36.659
-3.343 -4.161
4.523 57.521
0.956 31.183
-5.816 -31.277
-6.756 -37.449
15.272 106.953
30.135 223.832
5.986 89.559
4.515 -46.686
-5.821 24.081
7.151 47.332
12.318 153.239
18.272 171.892
12.206 1.441
-2.875 0.326
-8.193 -38.274
5.154 -16.609
-4.1 -69.822
-5.722 -51.202
8.022 63.334
9.235 89.016
-0.141 -0.391
13.034 83.669
-6.408 -27.229
3.142 -18.46
12.036 69.176
-4.733 -23.93
0.517 26.302
9.699 78.407
-6.764 -50.964
-2.937 -46.192
-0.723 17.245
15.894 98.249
-4.15 -11.219
21.667 220.369
2.476 23.431
7.522 66.861
2.368 48.698
19.148 130.27
3.313 43.927
-3.966 -65.883
7.267 69.91
-1.358 27.252
-4.942 -49.733
-1.463 -49.136
7.63 49.06
-0.51 5.072
-11.296 -146.54
-13.315 -81.989
12.688 71.039
3.67 70.617
1.475 37.687
-7.654 -51.434
6.004 54.076
16.177 111.019
24.777 336.108
-1.312 48.137
0.504 63.934
-5.672 -94.163
-16.032 -82.834
-14.734 -264.144
1.967 27.524
14.514 104.505
7.035 57.375
-8.813 -50.36
-14.053 -81.407
12.644 170.412
9.134 75.377
8.274 171.729
-7.244 -28.041
-5.192 -20.387
7.551 51.122
7.791 50.589
-4.947 -20.266
2.465 80.891
-13.267 -134.929
-9.477 -55.102
17.907 127.77
-1.234 53.16
-8.128 -41.862
11.029 105.736
-8.379 -63.924
-21.778 -140.37
4.258 21.515
10.274 65.809
12.966 102.841
-2.908 -26.432
3.398 37.933
-10.733 -18.663
5.405 105.354
-9.714 -65.447
-6.43 -8.716
7.784 25.444
5.475 61.908
0.289 2.304
5.463 31.259
-0.423 7.743
-19.411 -132.014
7.217 86.322
-2.778 -17.949
-13.819 -36.209
10.648 97.43
5.258 52.534
9.622 113.146
13.688 110.187
-5.42 -8.923
14.695 120.657
-11.904 -68.868
-9.806 -10.156
10.486 101.935
-14.962 -90.468
9.03 71.813
3.852 64.626
5.051 37.927
-7.009 -16.007
22.125 214.257
1.191 7.694
-1.832 9.326
5.067 44.776
11.159 84.34
-7.829 -50.577
-1.93 0.026
5.621 -5.378
-6.045 -53.671
-5.437 -22.49
6.962 34.478
4.787 14.209
25.45 215.764
3.952 8.867
-8.307 -45.16
-2.196 26.09
3.964 61.028
-3.256 18.815
3.872 34.719
0.442 10.348
5.897 56.905
-15.295 -92.503
14.748 40.138
17.934 130.045
10.145 93.547
-3.689 -10.69
3.11 33.574
0.598 12.064
5.906 19.252
1.405 8.415
15.702 115.532
-11.676 -72.752
-5.031 -10.353
-5.548 -17.884
3.541 47.955
-1.221 -48.48
-4.555 28.063
19.754 155.973
8.641 73.106
2.73 27.627
5.12 40.565
5.457 50.642
6.101 54.749
-1.56 12.455
13.887 124.135
7.505 51.115
3.153 74.995
-5.717 -16.399
-0.007 18.303
-15.674 -160.54
5.176 48.803
5.186 49.573
6.794 41.281
13.593 50.614
14.743 110.248
-11.285 -137.209
12.605 120.914
16.946 125.943
1.657 26.588
3.16 76.972
-14.84 -102.991
6.862 57.368
-12.585 -101.281
1.837 102.543
11.175 105.445
11.231 92.864
-6.537 -76.633
17.114 206.366
11.423 81.402
8.474 80.618
26.034 188.971
-2.177 -116.068
-4.621 16.866
13.063 104.099
18.021 195.491
26.674 193.688
10.638 99.676
13.286 117.036
9.011 0.537
4.287 20.087
5.585 129.036
10.65 79.184
-3.017 -32.582
3.231 24.62
10.021 87.186
-3.372 -0.137
9.6 50.245
0.006 20.975
4.751 53.83
11.085 72.602
14.821 119.448
7.486 70.712
-3.105 -14.236
2.961 8.875
24.641 197.255
2.159 54.69
32.214 272.929
-0.459 18.956
12.601 43.951
13.293 99.22
-2.17 -64.058
17.364 112.599
10.226 78.648
-3.72 -19.445
-11.942 -130.884
-8.615 -53.627
15.128 116.914
-0.002 0.53
3.312 19.105
-7.588 21.775
7.972 61.804
12.83 26.769
5.499 53.533
-5.638 -1.489
7.089 56.217
-19.684 -77.344
-16.145 -110.662
-5.02 -63.101
-6.759 -53.344
2.041 24.31
-0.815 -62.565
-7.783 -80.588
-13.974 -103.449
11.837 9.627
4.728 42.887
4.73 105.264
-16.252 -119.986
-3.329 37.277
13.363 135.307
1.007 8.469
-5.318 -29.082
0.045 -30.702
-0.348 -1.924
16.991 150.429
-11.973 -74.828
-11.63 -71.792
13.968 92.432
-1.223 -13.697
-4.886 -77.238
14.374 117.296
7.499 58.218
-6.935 -43.129
1.874 44.16
16.996 119.342
-8.848 -54.188
-0.282 -74.713
15.809 126.725
-3.237 -25.986
12.561 114.065
0.601 25.113
-13.183 -100.317
7.464 47.606
-1.069 54.456
0.846 -19.365
5.989 62.624
-5.013 -25.261
3.213 -13.464
-16.629 -100.171
3.695 42.955
4.47 24.892
12.733 52.437
4.662 130.297
17.312 141.557
-0.534 -56.014
13.629 90.979
10.782 99.426
-2.805 -15.098
19.814 151.924
-8.351 -98.231
9.514 114.899
21.802 192.846
10.842 52.161
-4.74 -26.244
-1.718 6.448
-1.534 16.836
11.371 60.338
-5.542 -56.211
9.16 40.874
11.129 97.982
3.384 13.564
9.34 84.216
9.91 11.531
4.569 42.543
-7.744 -40.819
21.453 161.044
-4.854 52.117
10.201 85.547
17.858 124.749
-16.012 -93.056
0.892 19.253
-12.099 -78.937
4.931 35.753
-10.405 -95.062
2.115 19.328
2.131 15.187
2.601 36.97
-0.825 126.63
40.823 236.44
10.426 101.275
11.146 85.728
11.503 51.073
19.726 204.188
27.797 192.715
-14.331 -49.467
-11.079 38.547
14.708 88.997
12.503 94.288
-10.707 -154.567
3.631 41.004
-4.162 67.135
15.244 128.415
21.431 161.622
-0.128 -26.244
-4.342 -55.977
13.648 96.497
0.669 70.319
5.505 47.409
13.849 106.226
21.394 86.588
-4.274 -40.368
1.297 10.522
16.353 157.703
9.538 92.359
1.841 17.37
10.634 62.82
27.333 199.677
-1.39 19.146
-11.364 -80.282
8.552 62.978
1.369 15.519
1.247 18.222
16.205 107.475
-8.517 -23.639
-3.216 -21.716
-0.537 -6.397
-0.786 74.595
5.464 44.996
-8.01 -59.001
0.456 0.524
-6.952 -91.014
4.484 98.708
-11.755 -74.622
6.169 65.234
10.125 73.96
20.976 167.717
6.941 59.305
15.81 131.903
-8.099 38.524
-19.068 -127.01
8.69 117.15
7.245 42.034
15.559 105.908
-1.969 -18.865
3.336 31.289
9.543 63.11
-0.203 -2.494
-3.888 -35.191
-0.19 12.953
12.936 2.694
-2.247 -9.405
-0.56 -50.121
-10.008 -67.687
24.955 200.954
2.852 19.106
12.783 115.486
0.997 -54.925
1.44 10.836
14.322 144.538
8.195 73.826
-8.473 -36.149
-3.098 11.796
-11.895 -65.499
2.921 24.639
0.551 17.371
-14.563 -84.43
-1.563 -4.101
-5.126 -26.243
-6.558 -50.652
12.355 101.922
11.127 91.56
-4.517 -41.486
25.085 168.733
0.96 12.11
-14.557 -78.671
-5.136 -25.321
8.69 69.915
-0.58 5.573
17.711 127.643
13.288 135.568
-6.228 -13.393
6.028 62.007
11.919 81.34
1.463 30.4
-21.458 -161.547
15.129 121.456
13.353 58.757
3.065 24.332
12.724 92.418
16.788 130.017
2.485 67.414
15.958 126.12
15.507 142.437
11.199 71.72
-8.492 -35.14
9.759 127.222
-1.854 -9.953
14.021 119.282
15.685 201.931
4.499 126.261
7.05 18.437
-3.264 -11.937
4.67 41.819
0.998 -37.497
7.107 66.667
3.313 49.643
20.935 177.492
11.492 101.091
-7.544 -35.983
-1.406 -16.351
12.063 93.147
-4.313 -19.701
1.592 54.415
-7.775 -36.391
7.841 47.992
12.488 129.814
0.928 -34.943
13.348 167.369
-1.701 -5.378
-0.639 -0.87
5.154 119.447
8.851 77.754
1.248 24.037
6.469 61.71
-5.303 46.546
-7.81 -41.407
5.998 16.736
3.802 67.112
8.726 31.433
-11.721 -44.818
-5.239 -22.582
7.787 67.387
26.656 200.91
-4.638 -42.802
6.821 58.476
-1.256 94.788
14.572 120.989
8.077 -4.729
-16.813 -131.811
2.45 58.831
-2.402 -6.278
5.68 47.991
-3.663 -97.404
-15.828 -91.472
-5.86 -20.275
9.694 121.159
23.293 181.96
15.66 126.696
-9.044 -66.675
6.893 40.275
5.913 -36.138
27.862 216.108
22.782 155.164
-20.47 -124.846
-8.578 -47.707
-16.184 -114.911
14.549 169.622
-2.922 -65.549
-5.833 23.445
-15.351 -58.342
1.992 41.134
1.756 24.492
-20.142 -149.105
8.884 69.921
0.564 -110.262
-11.444 -76.758
2.143 -45.308
3.266 -78.772
-2.682 -74.705
7.299 48.419
13.817 94.809
-2.08 1.302
14.763 114.848
5.993 47.018
5.942 70.454
-1.516 -24.822
7.597 60.911
-12.334 -102.012
27.657 208.392
6.285 30.121
9.153 74.067
-12.89 -81.205
-1.775 60.47
-7.45 -13.424
3.426 9.719
7.415 11.76
5.654 57.147
19.575 122.353
3.679 35.779
13.439 115.591
10.816 94.203
13.718 122.788
10.043 128.281
-6.455 -46.397
-6.225 34.541
-11.679 -191.434
-15.96 -48.754
11.179 105.69
12.801 83.949
14.122 123.291
0.879 19.332
2.299 28.662
4.533 93.29
0.126 -69.249
11.412 95.533
-3.836 -3.251
-9.434 -55.866
-6.282 -76.683
18.522 134.975
8.005 46.923
12.435 96.426
-5.018 3.498
16.962 132.249
-3.97 -34.321
5.247 43.815
13.306 98.961
-8.221 -13.685
2.151 -6.571
-11.372 -93.939
-5.949 -59.042
1.062 60.944
14.674 121.459
1.001 12.194
-14.617 -96.812
-3.837 -44.021
16.448 135.583
-7.705 -101.814
20.795 192.253
-8.508 -82.155
-9.726 -61.242
2.784 10.952
15.683 106.337
6.299 49.474
11.989 101.908
10.722 75.83
2.626 35.07
10.722 87.07
3.911 38.724
7.953 67.965
-3.758 49.025
-13.532 -92.291
-0.859 -2.873
11.653 109.072
5.385 102.901
8.154 47.936
14.907 147.76
3.223 35.735
-6.865 -33.227
9.479 62.361
-11.354 -75.558
5.652 62.003
3.854 -32.365
12.238 31.055
16.742 127.142
5.851 154.784
13.743 129.26
-20.641 -167.138
11.207 58.871
6.379 73.836
-12.617 -81.498
-21.586 -125.086
7.543 74.478
-4.694 -21.272
5.344 61.542
-5.869 80.288
-9.562 -55
24.16 90.524
12.384 91.28
-4.596 -3.785
5.67 63.772
-11.628 -77.06
-9.999 -48.254
-15.29 -119.529
20.386 158.812
-14.112 -87.63
-11.178 -65.489
5.333 45.907
4.42 -66.637
15.851 113.591
-12.207 -66.581
14.65 55.458
-1.553 15.813
-11.311 -62.739
-2.979 -19.585
10.222 72.915
4.77 43.29
-13.667 -104.767
8.495 59.886
5.199 15.623
-3.105 -11.939
-1.069 -2.08
4 48.067
-3.539 -30.19
-0.675 9.096
-6.66 -52.478
-5.278 -28.851
-7.08 -54.493
13.295 42.379
0.523 13.863
-10.67 -44.779
13.957 41.975
6.172 -15.772
-1.099 26.147
-2.673 -29.715
2.393 -5.029
-1.338 -5.841
-0.911 2.161
10.603 -17.553
5.653 34.617
8.778 66.084
-11.192 -30.288
14.922 183.13
-3.605 -16.335
-5.944 -26.162
9.599 62.673
5.673 50.703
3.21 118.729
10.999 78.719
2.539 90.892
18.288 132.213
-0.234 8.665
4.6 55.302
-0.486 0.562
15.823 115.633
1.341 38.188
5.681 42.905
3.877 31.616
-2.322 4.085
14.511 113.507
-6.868 -46.52
-0.28 23.582
10.587 90.669
-1.447 -4.501
14.833 162.381
-2.927 -89.41
6.734 48.659
-5.711 -6.916
-7.999 -37.667
-0.04 2.406
-7.798 50.183
8.296 111.267
9.529 75.253
-1.427 0.447
-3.541 51.946
4.652 29.455
12.428 91.147
1.206 -26.15
5.473 54.532
-10.239 -57.218
11.687 150.474
1.223 12.154
3.933 8.109
8.816 60.131
-2.547 -25.947
11.352 78.158
3.952 40.137
21.937 160.77
-5.027 -25.717
8.323 74.547
7.245 103.233
10.903 -1.318
5.497 58.347
12.676 92.632
17.289 179.679
15.607 61.922
-6.202 -72.952
15.384 124.609
-6.495 -19.125
9.231 62.416
6.794 54.637
11.022 74.669
-2.362 -5.776
-3.116 -8.26
-8.069 -50.457
-8.791 6.158
8.553 82.574
-10.74 -95.052
-2.843 -44.899
-19.522 -134.175
19.436 83.243
-6.834 -26.06
8.325 64.436
6.87 51.716
-1.807 -34.075
20.529 148.369
-0.948 -46.351
-1.411 43.172
-5.22 -43.326
-15.339 -94.997
-2.833 -16.478
-2.27 2.701
14.799 116.428
5.148 -18.766
9.732 69.794
9.432 141.055
-0.923 19.7
3.54 71.556
10.291 107.63
-4.663 -29.728
2.834 23.53
6.831 43.741
-13.118 -75.432
0.706 50.066
-8.868 -54.267
16.916 153.565
-7.397 22.993
-5.64 -50.235
-22.825 -147.993
5.84 116.817
1.339 24.03
14.208 141.648
-1.144 9.357
23.645 127.849
7.99 61.972
1.52 -16.5
11.398 100.79
-0.833 -2.482
9.972 55.12
18.238 142.185
10.143 78.694
4.472 42.498
12.863 93.291
1.411 19.816
14.492 105.508
6.404 72.764
10.232 91.768
13.379 111.289
0.519 39.99
3.513 11.556
13.042 130.431
-5.808 10.19
3.276 26.935
4.443 43.468
3.096 39.818
8.832 56.879
-8.061 58.881
-3.822 -20.917
19.403 134.523
-3.553 -6.064
4.656 15.088
3.146 38.546
4.524 52.914
2.296 100.566
6.125 20.686
10.105 117.824
0.494 3.267
12.345 115.218
6.471 56.687
9.71 85.438
-4.376 -9.706
8.385 75.109
2.961 35.86
9.496 52.146
-15.21 2.233
-2.506 26.37
-4.41 6.224
11.4 90.481
21.914 163.77
7.571 -7.91
-1.744 -9.522
2.107 9.51
23.849 130.036
-0.62 18.283
6.203 23.845
16.029 140.087
-5.767 31.593
3.531 12.957
-4.924 -35.173
22.195 92.009
8.068 78.793
4.502 48.346
-6.121 -8.634
17.332 131.212
13.119 137.391
-18.495 -96.401
8.674 63.097
4.553 55.584
-4.015 -9.798
-1.168 -39.536
-3.732 -16.15
2.929 58.472
4.465 168.785
11.201 98.355
-8.053 7.475
-1.128 2.125
-4.464 -33.24
6.654 29.62
16.592 209.649
1.94 -69.745
21.05 215.43
11.314 61.241
20.932 189.706
22.667 164.948
-7.511 -83.524
-11.675 -107.377
-20.846 -57.695
-4.475 -5.593
0.257 11.713
9.653 80.089
-19.872 -132.051
10.928 -25.024
-3.048 -0.305
10.909 73.109
-4.467 -20.26
-10.485 -75.078
12.932 166.519
21.245 103.432
8.486 48.66
12.676 98.804
8.189 81.515
26.36 219.365
17.706 133.642
17.781 137.002
-5.56 -37.542
-7.597 -29.477
8.543 96.204
0.718 15.629
-1.254 3.802
4.912 49.847
12.723 105.742
24.123 250.029
5.3 63.301
4.219 49.539
16.704 129.351
6.044 13.4
-21.219 -174.678
0.445 -27.958
10.358 80.338
4.695 78.732
1.986 32.984
-12.308 -55.428
-5.303 47.094
13.913 158.268
10.796 176.732
5.746 140.962
-5.49 14.954
-7.551 -37.233
0.797 9.192
-2.752 58.295
3.506 55.46
7.374 69.512
-17.149 -110.311
12.411 89.48
-1.923 -10.373
-10.525 -84.642
8.65 71.067
9.269 64.964
-6.591 -9.64
-5.249 -34.014
1.528 -16.407
-6.079 -24.283
9.597 77.899
-16.103 -112.371
4.664 43.66
24.097 235.682
3.426 136.787
11.723 86.618
15.582 128.446
-0.12 36.635
8.143 67.64
4.636 -17.104
-1.978 21.602
8.297 78.749
17.719 211.559
-6.771 -22.008
-8.667 -58.99
-15.796 -109.945
-5.399 -22.089
14.081 111.298
9.694 66.445
25.047 182.412
-3.649 -22.777
21.211 156.679
2.391 31.709
12.105 127.577
-7.054 -45.804
1.521 22.098
2.239 30.792
5.241 36.233
-17.394 -135.003
24.604 177.408
-17.076 -100.375
17.967 127.939
-2.014 -34.3
-12.405 -84.025
8.52 71.46
25.856 199.173
18.198 130.928
26.117 193.638
-7.481 -45.91
5.631 48.323
1.616 77.357
17.825 66.768
12.923 -40.927
-8.209 -37.036
-2.013 -26.483
10.132 91.444
-7.492 -52.185
-6.991 -34.853
1.101 -69.125
4.304 -37.972
4.862 -36.214
-7.969 -21.007
18.4 138.83
-11.829 -34.838
7.482 -22.123
-5.708 -31.577
22.058 201.725
3.473 -8.894
15.081 161.798
-2.79 42.877
-2.855 -98.035
-6.624 -43.728
2.404 80.93
1.095 81.242
-3.797 -6.049
-6.314 -27.849
1.214 19.711
-1.627 -17.361
1.879 -1.29
1.37 86.555
11.293 82.81
-8.409 -57.781
13.892 76.934
-15.256 -113.335
-12.714 -62.196
-0.083 -12.249
-8.186 -102.294
4.186 33.28
4.877 50.19
13.875 106.462
9.582 78.971
5.631 64.518
11.914 74.957
0.407 -1.671
22.882 139.711
-2.982 -1.686
7.364 -4.183
4.218 39.839
18.633 175.362
-4.683 -22.967
0.705 16.499
15.309 114.866
-0.987 9.646
-2.042 36.81
14.149 158.245
-0.666 5.682
-17.944 -122.049
6.24 124.671
-0.422 28.658
16.584 92.288
-0.581 43.162
-5.242 39.054
3.381 30.122
-7.47 -140.879
-9.612 -65.312
-2.311 -42.352
2.136 16.409
9.588 40.527
19.29 145.064
3.356 53.093
5.804 90.82
-5.567 -27.553
